property_type,society,sector,price,price_per_sqft,bedRoom,bathroom,balcony,floorNum,agePossession,built_up_area,study room,servant room,store room,pooja room,others,furnishing_type,luxury_score
flat,emaar mgf emerald floors premier,sector 65,3.5,17721.0,4.0,4.0,3,4.0,Relatively New,1975.0,0.0,1.0,0.0,0.0,0.0,0.0,114.0
flat,ireo skyon,sector 60,3.05,12788.0,3.0,3.0,3,9.0,Relatively New,2300.0,0.0,1.0,0.0,0.0,0.0,0.0,165.0
flat,vipul lavanya,sector 81,0.65,5265.0,2.0,2.0,2,14.0,Moderately Old,901.7128865979382,0.0,0.0,0.0,0.0,0.0,0.0,96.0
flat,m3m merlin,sector 67,3.4,14418.0,3.0,4.0,3,15.0,Relatively New,2358.0,0.0,1.0,0.0,0.0,0.0,0.0,110.0
flat,bestech park view sanskruti,sector 92,1.6,8020.0,3.0,4.0,3,10.0,Relatively New,1615.0,0.0,1.0,0.0,0.0,1.0,0.0,174.0
house,ansals florence villa,sector 57,3.3,19820.0,4.0,3.0,3+,2.0,Moderately Old,1665.0,1.0,1.0,1.0,1.0,0.0,1.0,151.0
house,independant,sector 26,4.0,29630.0,4.0,4.0,3,2.0,Old Property,1350.0,0.0,0.0,1.0,0.0,0.0,0.0,41.0
flat,ramprastha primera,sector 37,1.08,6000.0,3.0,3.0,3,9.0,Relatively New,1700.0,0.0,0.0,0.0,0.0,0.0,1.0,158.0
flat,godrej summit,sector 104,1.16,6387.0,3.0,4.0,3,8.0,Relatively New,1634.3999999999999,0.0,1.0,0.0,0.0,0.0,0.0,96.0
flat,m3m golfestate,sector 65,5.2,17455.0,3.0,3.0,3,18.0,Relatively New,2687.2422680412374,1.0,1.0,0.0,0.0,0.0,0.0,76.0
flat,sukhshanti apartment,sector 56,1.65,7006.0,3.0,3.0,3,5.0,Moderately Old,2124.355670103093,1.0,0.0,0.0,0.0,0.0,0.0,134.0
flat,microtek greenburg,sector 86,1.3,15294.0,2.0,3.0,3,5.0,Relatively New,765.0,1.0,0.0,0.0,0.0,0.0,0.0,45.0
house,independant,sector 26,6.0,33333.0,3.0,5.0,3+,3.0,Old Property,1800.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0
flat,ats triumph,sector 104,2.55,13076.0,4.0,4.0,3,21.0,Relatively New,2298.2474226804125,0.0,1.0,0.0,0.0,0.0,0.0,150.0
flat,dlf the ultima,sector 81,2.2,10461.0,3.0,3.0,3,5.0,Relatively New,1570.0,1.0,1.0,0.0,1.0,1.0,0.0,49.0
flat,dlf regal gardens,sector 90,1.21,6926.0,3.0,3.0,3,29.0,Relatively New,1575.9020618556701,0.0,0.0,0.0,0.0,1.0,1.0,95.0
flat,ss the leaf,sector 85,1.2,9677.0,2.0,2.0,3,9.0,Relatively New,1357.2268041237114,0.0,0.0,1.0,0.0,0.0,0.0,148.0
flat,emaar gurgaon greens,sector 102,1.45,8787.0,3.0,3.0,3,7.0,Relatively New,1488.4020618556701,0.0,1.0,0.0,0.0,0.0,1.0,159.0
flat,chd avenue,sector 71,1.12,6215.0,3.0,4.0,3,0.0,Moderately Old,1625.5154639175257,0.0,1.0,0.0,0.0,0.0,1.0,65.0
flat,shapoorji pallonji joyville gurugram,sector 102,1.8,10638.0,3.0,3.0,3,1.0,Relatively New,1526.2886597938145,0.0,0.0,0.0,0.0,0.0,1.0,141.0
flat,chd avenue,sector 71,1.16,6655.0,3.0,3.0,3,5.0,Moderately Old,1572.2938144329896,0.0,1.0,0.0,0.0,0.0,0.0,73.0
flat,tulip violet,sector 69,1.7,8457.0,4.0,4.0,2,1.0,Relatively New,1813.1443298969073,0.0,0.0,0.0,0.0,0.0,0.0,126.0
flat,emaar palm gardens,sector 83,1.76,9263.0,3.0,3.0,3,6.0,Relatively New,1500.0,0.0,1.0,0.0,0.0,0.0,0.0,165.0
flat,eldeco accolade,sohna road,0.72,5735.0,2.0,2.0,3,8.0,Relatively New,1137.6,0.0,0.0,0.0,0.0,0.0,0.0,153.0
flat,tulip violet,sector 69,1.68,10071.0,3.0,3.0,2,0.0,Relatively New,1504.639175257732,0.0,0.0,0.0,0.0,0.0,0.0,157.0
flat,vatika lifestyle homes,sector 83,1.25,6839.0,3.0,2.0,1,6.0,Relatively New,1648.5180412371135,1.0,1.0,1.0,1.0,0.0,0.0,174.0
flat,imperia the esfera,sector 37,0.99,5500.0,3.0,3.0,1,10.0,New Property,1637.2422680412371,0.0,1.0,0.0,0.0,0.0,0.0,49.0
flat,birla navya,sector 63,3.23,26872.0,3.0,3.0,3,4.0,New Property,1202.0,0.0,1.0,0.0,0.0,0.0,0.0,52.0
flat,ss almeria,sector 84,1.48,7400.0,3.0,3.0,2,1.0,New Property,1484.361855670103,0.0,1.0,1.0,0.0,0.0,0.0,139.0
flat,ild greens,sector 37,1.05,7500.0,3.0,3.0,3,4.0,New Property,1500.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
flat,mapsko paradise,sector 83,0.75,5597.0,3.0,3.0,3,10.0,New Property,1054.381443298969,0.0,0.0,0.0,0.0,1.0,0.0,49.0
flat,experion windchants,sector 112,5.6,11551.0,4.0,6.0,3,8.0,Relatively New,3655.35,0.0,1.0,0.0,0.0,0.0,0.0,168.0
flat,raheja revanta,sector 78,4.75,16885.0,3.0,3.0,2,31.0,Moderately Old,2813.0,0.0,1.0,0.0,0.0,0.0,1.0,100.0
flat,signature global solera,sector 107,0.28,5828.0,2.0,2.0,2,11.0,Relatively New,440.09999999999997,0.0,0.0,0.0,0.0,0.0,1.0,45.0
flat,siddhi vinayak apartments,sector 55,1.44,9600.0,3.0,3.0,2,6.0,Moderately Old,1700.0,0.0,0.0,0.0,0.0,1.0,0.0,47.0
flat,la vida by tata housing,sector 113,1.85,11716.0,3.0,2.0,2,7.0,New Property,1424.3556701030927,0.0,0.0,0.0,0.0,0.0,1.0,13.0
flat,dlf new town heights,sector 90,1.9,6967.0,4.0,4.0,3,19.0,Relatively New,2264.961340206186,0.0,1.0,1.0,0.0,0.0,0.0,174.0
house,unitech aspen greens,sector 50,7.0,32407.0,4.0,4.0,2,2.0,Old Property,2160.0,0.0,1.0,0.0,0.0,0.0,0.0,29.0
house,anshul,sector 6,0.85,7727.0,2.0,2.0,0,4.0,Moderately Old,990.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
flat,sare green parc phase 3,sector 92,0.75,7142.0,3.0,2.0,2,3.0,New Property,1298.0,0.0,0.0,0.0,0.0,0.0,1.0,121.0
flat,raheja navodaya,sector 92,0.62,4807.0,2.0,2.0,2,5.0,New Property,1498.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
flat,godrej nature plus,sector 33,1.4,15124.0,3.0,2.0,3,20.0,New Property,104.09948453608249,0.0,0.0,0.0,0.0,0.0,1.0,70.0
flat,signature global park,sohna road,0.85,7863.0,3.0,2.0,2,4.0,New Property,1080.0,0.0,0.0,0.0,0.0,0.0,1.0,23.0
flat,mapsko mount ville,sector 79,1.2,13837.0,3.0,3.0,3,18.0,Relatively New,1071.3147010309278,1.0,0.0,0.0,1.0,0.0,0.0,160.0
house,independant,sector 26,12.5,38580.0,5.0,5.0,3+,2.0,Old Property,3240.0,1.0,1.0,1.0,1.0,0.0,0.0,79.0
flat,emaar imperial gardens,sector 102,1.92,9600.0,3.0,3.0,3,12.0,Relatively New,1800.0,1.0,1.0,1.0,1.0,0.0,0.0,95.0
house,independant,sector 3,0.6,6000.0,1.0,1.0,0,1.0,Relatively New,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
house,independant,sector 39,1.7,17980.0,2.0,2.0,3+,3.0,Moderately Old,900.0,0.0,1.0,1.0,0.0,0.0,0.0,45.0
flat,tashee capital gateway,sector 111,0.96,6500.0,2.0,2.0,1,4.0,Relatively New,1333.2474226804125,1.0,0.0,0.0,0.0,0.0,1.0,53.0
flat,tulip petals,sector 89,1.55,10000.0,3.0,2.0,3,6.0,Moderately Old,1398.1958762886597,0.0,0.0,1.0,0.0,0.0,0.0,111.0
flat,mapsko casa bella,sector 82,1.75,6903.0,4.0,5.0,3,1.0,Relatively New,2535.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0
flat,ats triumph,sector 104,1.95,8515.0,3.0,3.0,3,3.0,New Property,2061.0,0.0,1.0,0.0,0.0,0.0,0.0,69.0
flat,breez global heights,sohna road,0.4,6694.0,2.0,2.0,2,7.0,Relatively New,697.367881443299,0.0,0.0,0.0,0.0,0.0,1.0,57.0
flat,emaar mgf palm hills,sector 77,1.5,12744.0,3.0,3.0,3,4.0,Relatively New,1183.6448453608248,0.0,0.0,0.0,0.0,0.0,0.0,97.0
flat,rof ananda,sector 95,0.25,6578.0,1.0,1.0,1,4.0,New Property,342.78350515463916,0.0,0.0,0.0,0.0,0.0,1.0,0.0
flat,mapsko casa bella,sector 82,0.86,8120.0,3.0,3.0,3,5.0,Moderately Old,1120.1742268041237,1.0,0.0,0.0,0.0,0.0,0.0,120.0
house,bptp visionnaire,sector 70,6.0,22222.0,5.0,4.0,3,3.0,New Property,2700.0,1.0,0.0,0.0,0.0,0.0,0.0,40.0
house,independant,sector 2,4.95,20370.0,6.0,5.0,3+,3.0,Relatively New,2430.0,0.0,1.0,0.0,0.0,0.0,1.0,91.0
flat,tarc maceo,sector 91,0.89,6339.0,2.0,2.0,3,9.0,Relatively New,1173.2474226804125,0.0,0.0,0.0,0.0,1.0,0.0,13.0
flat,assotech blith,sector 99,0.92,6739.0,2.0,2.0,3,22.0,Under Construction,1231.3144329896907,0.0,0.0,0.0,0.0,0.0,1.0,56.0
house,independant,sector 43,5.25,27132.0,4.0,4.0,2,2.0,Old Property,1935.0,1.0,1.0,0.0,0.0,0.0,0.0,80.0
flat,bestech park view grand spa,sector 81,4.0,9523.0,4.0,5.0,3,15.0,Relatively New,3788.659793814433,0.0,1.0,0.0,0.0,0.0,0.0,127.0
flat,m3m heights,sector 65,3.67,17990.0,3.0,3.0,2,27.0,Relatively New,2040.0,0.0,1.0,0.0,0.0,0.0,1.0,43.0
flat,imperia the esfera,sector 37,0.98,5399.0,3.0,4.0,3,9.0,Relatively New,1498.1211340206187,0.0,1.0,0.0,0.0,1.0,1.0,49.0
flat,godrej nature plus,sector 33,1.2,12000.0,2.0,2.0,3,3.0,New Property,900.0,0.0,0.0,0.0,0.0,0.0,1.0,105.0
flat,m3m skycity,sector 65,3.5,17039.0,3.0,3.0,3,15.0,New Property,2054.0,1.0,1.0,0.0,1.0,0.0,0.0,166.0
flat,shyamkunj ashok vihar pahse 2,sector 3,0.3,4444.0,2.0,2.0,1,1.0,Relatively New,607.5,0.0,0.0,0.0,0.0,0.0,0.0,21.0
flat,tulip lemon,sector 69,0.6,11407.0,2.0,1.0,1,11.0,Relatively New,473.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
flat,indiabulls enigma,sector 110,3.25,9558.0,4.0,4.0,3,11.0,Relatively New,3067.0103092783506,0.0,1.0,0.0,0.0,1.0,0.0,125.0
flat,signature global synera,sector 81,0.5,7886.0,2.0,2.0,1,11.0,New Property,570.6,0.0,0.0,0.0,0.0,0.0,0.0,97.0
flat,m3m golf hills phase 1,sector 79,1.7,10828.0,3.0,2.0,3,10.0,Relatively New,1570.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
flat,sare crescent parc,sector 92,1.0,5128.0,4.0,3.0,2,1.0,Relatively New,1755.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0
flat,breez global heights,sohna road,0.26,6598.0,1.0,1.0,1,6.0,New Property,354.59999999999997,0.0,0.0,0.0,0.0,0.0,1.0,26.0
flat,ambience creacions,sector 22,4.78,15469.0,3.0,4.0,3,7.0,Relatively New,2500.0,0.0,1.0,0.0,0.0,1.0,0.0,111.0
flat,emaar gurgaon greens,sector 102,1.35,8181.0,3.0,3.0,3,9.0,Relatively New,1204.3620309278351,0.0,1.0,0.0,0.0,0.0,0.0,100.0
house,unitech uniworld resorts,sector 33,11.5,24573.0,5.0,6.0,3+,4.0,Relatively New,4680.0,0.0,1.0,0.0,0.0,0.0,0.0,84.0
flat,emaar gurgaon greens,sector 102,1.55,9393.0,3.0,4.0,3,7.0,Relatively New,1204.3620309278351,0.0,1.0,0.0,0.0,0.0,0.0,152.0
flat,ireo victory valley,sector 67,4.5,14097.0,4.0,4.0,3,0.0,Relatively New,3160.0,0.0,1.0,0.0,1.0,0.0,0.0,42.0
flat,raheja revanta,sector 78,1.2,10018.0,1.0,2.0,2,32.0,Under Construction,767.4948453608247,0.0,0.0,0.0,0.0,0.0,1.0,39.0
flat,alpha corp gurgaonone,sector 84,2.28,8769.0,4.0,4.0,3,8.0,Relatively New,2718.840206185567,0.0,1.0,0.0,0.0,0.0,1.0,61.0
flat,dlf new town heights,sector 86,1.3,6735.0,3.0,3.0,3,12.0,Moderately Old,1740.979381443299,0.0,1.0,0.0,1.0,0.0,1.0,106.0
flat,bestech park view grand spa,sector 81,2.4,9022.0,3.0,4.0,3,8.0,New Property,2399.4845360824743,1.0,1.0,0.0,0.0,0.0,0.0,167.0
flat,ramprastha the atrium,sector 37,0.9,6225.0,3.0,3.0,2,13.0,Relatively New,1185.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0
flat,sidhartha ncr one phase,sector 95,0.46,4646.0,2.0,2.0,N,6.0,Relatively New,990.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
flat,godrej oasis,sector 88,1.15,9856.0,2.0,2.0,1,12.0,New Property,97.56,1.0,0.0,0.0,0.0,0.0,1.0,79.0
flat,the close south,sector 50,3.25,12810.0,3.0,4.0,3,4.0,Old Property,2283.2999999999997,0.0,1.0,0.0,0.0,0.0,0.0,135.0
flat,m3m skywalk,sector 74,1.54,10814.0,2.0,2.0,3,15.0,Relatively New,1200.0,0.0,0.0,0.0,0.0,1.0,1.0,137.0
flat,sare homes,sector 92,1.19,5219.0,4.0,3.0,3,14.0,Relatively New,2052.0,0.0,1.0,0.0,0.0,0.0,1.0,100.0
flat,dlf garden city floors,sector 92,1.7,8588.0,3.0,4.0,2,1.0,Relatively New,1470.360824742268,0.0,0.0,0.0,0.0,0.0,1.0,63.0
flat,bestech park view ananda,sector 81,1.15,6927.0,3.0,2.0,3,6.0,Relatively New,1325.6113402061856,1.0,0.0,0.0,0.0,0.0,0.0,104.0
house,independant,sector 23,2.8,17983.0,5.0,5.0,3+,2.0,Old Property,1557.0,0.0,0.0,0.0,1.0,0.0,0.0,74.0
flat,godrej summit,sector 104,1.2,8298.0,3.0,2.0,3,16.0,Relatively New,1301.3999999999999,1.0,0.0,0.0,1.0,0.0,0.0,142.0
flat,m3m heights,sector 65,2.29,15980.0,2.0,2.0,3,8.0,Under Construction,1289.7,1.0,0.0,0.0,0.0,0.0,1.0,15.0
flat,cghs airport apartment,sector 47,1.8,6000.0,4.0,4.0,3,4.0,Moderately Old,2568.092783505155,0.0,0.0,1.0,0.0,0.0,0.0,120.0
house,independant,sector 4,1.25,8681.0,2.0,3.0,0,1.0,Moderately Old,160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
flat,dlf regal gardens,sector 90,1.27,5499.0,3.0,3.0,3,2.0,Relatively New,1500.0,0.0,0.0,0.0,0.0,1.0,1.0,72.0
flat,ambience lagoon,sector 24,4.25,13281.0,3.0,4.0,3,3.0,Old Property,2863.498969072165,0.0,1.0,1.0,0.0,0.0,0.0,131.0
flat,m3m sierra 68,sector 68,1.13,9076.0,2.0,2.0,3,9.0,Relatively New,1130.0,0.0,0.0,0.0,0.0,0.0,0.0,149.0
flat,emaar mgf emerald floors premier,sector 65,2.25,13636.0,3.0,3.0,3,3.0,Relatively New,1488.4020618556701,1.0,1.0,0.0,0.0,0.0,1.0,152.0
flat,sidhartha ncr one phase,sector 95,0.56,4105.0,2.0,2.0,2,10.0,Relatively New,1230.4123711340208,0.0,0.0,0.0,0.0,0.0,0.0,60.0
flat,tulip white,sector 69,0.9,6787.0,3.0,2.0,3,6.0,Relatively New,1193.3999999999999,0.0,0.0,0.0,1.0,0.0,1.0,121.0
flat,adani aangan arcade,sector 89,0.5,7763.0,2.0,2.0,1,4.0,Relatively New,672.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0
flat,ats kocoon,sector 109,2.22,10596.0,3.0,4.0,3,14.0,Relatively New,1860.0,1.0,1.0,1.0,1.0,0.0,0.0,45.0
flat,m3m soulitude,sector 89,1.25,8784.0,3.0,3.0,N,4.0,New Property,1423.0,0.0,0.0,0.0,0.0,0.0,1.0,61.0
flat,tulip violet,sector 69,1.55,9822.0,3.0,3.0,2,9.0,Relatively New,1423.4536082474226,0.0,0.0,0.0,1.0,0.0,0.0,165.0
flat,conscient heritage max,sector 102,1.82,9371.0,3.0,4.0,3,15.0,Moderately Old,1751.8041237113403,0.0,1.0,0.0,0.0,0.0,0.0,125.0
flat,sobha city,sector 108,3.35,13266.0,3.0,4.0,2,19.0,New Property,2525.0,0.0,0.0,0.0,0.0,0.0,1.0,102.0
flat,tulip violet,sector 69,1.4,8920.0,3.0,3.0,1,12.0,Relatively New,1414.4329896907218,0.0,0.0,0.0,1.0,0.0,0.0,86.0
flat,lotus elise,sector 99,0.95,6551.0,2.0,3.0,3,7.0,Relatively New,1305.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
house,international city by sobha phase 1,sector 109,6.0,24691.0,4.0,4.0,3+,2.0,Relatively New,2430.0,1.0,1.0,1.0,1.0,0.0,1.0,160.0
flat,zara aavaas,sector 104,0.65,8519.0,3.0,2.0,2,7.0,New Property,686.6999999999999,0.0,0.0,0.0,0.0,0.0,1.0,65.0
flat,birla navya,sector 63,3.7,15416.0,3.0,3.0,3,1.0,Under Construction,2160.0,0.0,0.0,0.0,0.0,0.0,1.0,72.0
house,independant,sector 57,8.0,29630.0,5.0,4.0,3,2.0,Relatively New,2700.0,1.0,1.0,0.0,1.0,0.0,0.0,21.0
flat,umang monsoon breeze,sector 78,0.75,6053.0,2.0,2.0,1,5.0,Moderately Old,1239.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
flat,sbtl caladium,sector 109,1.2,6382.0,3.0,2.0,2,8.0,Relatively New,1695.8762886597938,0.0,0.0,0.0,0.0,0.0,0.0,151.0
flat,ashiana anmol,sohna road,0.93,7294.0,2.0,2.0,2,9.0,Under Construction,1000.0,0.0,0.0,0.0,0.0,1.0,1.0,31.0
flat,pivotal devaan,sector 84,0.3,6666.0,1.0,1.0,1,14.0,New Property,405.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0
flat,signature global city 92,sector 92,0.78,11142.0,2.0,2.0,3,2.0,Relatively New,770.5412371134021,0.0,0.0,0.0,0.0,1.0,0.0,24.0
flat,signature the roselia,sector 95,0.41,6194.0,2.0,2.0,2,12.0,New Property,670.0,1.0,0.0,0.0,0.0,0.0,0.0,90.0
flat,dlf new town heights,sector 91,1.65,6345.0,4.0,4.0,3,11.0,Moderately Old,2132.4742268041236,0.0,1.0,0.0,0.0,0.0,1.0,72.0
flat,dlf regal gardens,sector 90,1.24,7065.0,3.0,3.0,3,9.0,Relatively New,1600.0,0.0,0.0,0.0,0.0,1.0,1.0,72.0
flat,tulip violet,sector 69,1.95,9701.0,4.0,4.0,2,0.0,Relatively New,1813.1443298969073,0.0,0.0,0.0,0.0,0.0,0.0,157.0
flat,godrej nature plus,sector 33,1.45,15664.0,3.0,2.0,3,20.0,Under Construction,118.0,1.0,0.0,0.0,0.0,0.0,1.0,144.0
house,independant,sector 26,5.8,32222.0,4.0,3.0,2,2.0,Relatively New,1800.0,0.0,0.0,1.0,0.0,0.0,0.0,21.0
house,ashok vihar phase 3 gurgaon,sector 3,0.95,8878.0,4.0,3.0,2,1.0,Old Property,1070.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0
flat,sahara grace,sector 28,5.5,14612.0,4.0,5.0,3,5.0,Moderately Old,3395.360824742268,0.0,1.0,0.0,0.0,1.0,0.0,8.0
flat,palam vihar society,sector 2,0.4,8602.0,1.0,1.0,1,5.0,Moderately Old,450.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0
flat,unitech sunbreeze,sector 69,0.74,5500.0,3.0,3.0,1,10.0,Under Construction,1206.0567010309278,0.0,1.0,0.0,0.0,0.0,1.0,60.0
flat,signature global solera,sector 107,0.28,5674.0,2.0,2.0,2,6.0,Relatively New,440.09999999999997,0.0,0.0,0.0,0.0,0.0,1.0,45.0
flat,chd avenue,sector 71,1.1,6104.0,3.0,4.0,3,3.0,Moderately Old,1625.5154639175257,0.0,1.0,0.0,0.0,0.0,1.0,26.0
flat,suposhaa smartworld orchard,sector 61,2.17,14000.0,3.0,3.0,3,1.0,Under Construction,1394.1,0.0,0.0,0.0,0.0,0.0,1.0,0.0
flat,dlf regal gardens,sector 90,1.25,7339.0,3.0,3.0,3,28.0,Moderately Old,1536.2113402061857,0.0,1.0,0.0,0.0,0.0,1.0,38.0
house,tata primanti,sector 72,8.5,13492.0,5.0,6.0,3+,10.0,Relatively New,6300.0,1.0,1.0,1.0,1.0,0.0,0.0,145.0
house,independant,sector 31,4.6,32258.0,2.0,2.0,2,2.0,Moderately Old,1426.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
flat,dlf the ultima,sector 81,2.25,10699.0,3.0,3.0,3,11.0,Relatively New,1600.0,1.0,1.0,0.0,1.0,1.0,0.0,49.0
house,independant,sector 17,0.29,3254.0,2.0,1.0,0,0.0,Old Property,891.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
flat,kiran residency,sector 56,1.55,6888.0,3.0,3.0,3,5.0,Moderately Old,1900.0,0.0,1.0,0.0,1.0,0.0,0.0,92.0
flat,pyramid urban,sector 67,0.62,11854.0,2.0,2.0,2,2.0,Relatively New,470.7,0.0,0.0,0.0,0.0,0.0,0.0,64.0
flat,residency grand,sector 52,5.0,7692.0,5.0,7.0,3,1.0,Moderately Old,4680.0,0.0,1.0,0.0,1.0,0.0,1.0,77.0
flat,avl 36 gurgaon,sector 36,0.5,8333.0,1.0,1.0,1,5.0,New Property,600.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
flat,sare homes,sector 92,0.95,4871.0,4.0,3.0,3,13.0,New Property,1759.020618556701,0.0,0.0,0.0,0.0,0.0,1.0,0.0
flat,ss the leaf,sector 85,2.13,7574.0,4.0,4.0,3,2.0,Relatively New,2600.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0
flat,essel tower,sector 28,2.2,12500.0,3.0,4.0,3,3.0,Moderately Old,1584.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
flat,gls arawali homes,sohna road,0.3,5291.0,2.0,2.0,N,10.0,Relatively New,567.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
flat,the penthouses at the hibiscus,sector 50,8.0,8888.0,4.0,3.0,3,7.0,Moderately Old,8100.0,0.0,1.0,0.0,0.0,0.0,0.0,35.0
house,independant,sector 55,5.6,20741.0,6.0,4.0,3,3.0,Old Property,2700.0,0.0,1.0,0.0,0.0,0.0,0.0,41.0
flat,raheja vedaanta,sector 108,0.7,4666.0,2.0,2.0,1,10.0,Moderately Old,1468.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
flat,ats tourmaline,sector 109,1.4,8000.0,3.0,3.0,3,9.0,Relatively New,1578.6082474226805,0.0,0.0,0.0,0.0,0.0,1.0,95.0
house,independant,sector 23,1.2,6230.0,3.0,2.0,2,3.0,New Property,1500.0,0.0,0.0,0.0,0.0,0.0,0.0,79.0
flat,bptp terra,sector 37,1.98,9036.0,3.0,3.0,3,12.0,New Property,1976.4175257731958,1.0,0.0,0.0,0.0,0.0,0.0,49.0
flat,indiabulls centrum park,sector 103,2.36,9182.0,4.0,6.0,3,8.0,Relatively New,2453.2139175257735,0.0,1.0,0.0,0.0,0.0,0.0,159.0
flat,rof aalayas,sector 102,0.45,8404.0,2.0,2.0,1,14.0,Relatively New,510.1954639175258,0.0,0.0,0.0,0.0,0.0,0.0,57.0
flat,bestech park view city,sector 48,1.76,9909.0,3.0,3.0,3,9.0,Moderately Old,1576.0,0.0,1.0,0.0,1.0,0.0,0.0,158.0
flat,shapoorji pallonji joyville gurugram,sector 102,2.4,10545.0,4.0,4.0,3,15.0,Relatively New,1950.2577319587629,0.0,0.0,0.0,0.0,0.0,1.0,108.0
flat,emaar gurgaon greens,sector 102,1.42,8606.0,3.0,3.0,3,7.0,Relatively New,1204.3620309278351,0.0,1.0,0.0,0.0,0.0,1.0,128.0
flat,ss hibiscus,sector 50,6.0,12272.0,4.0,3.0,3,5.0,Moderately Old,3969.0721649484535,0.0,1.0,0.0,0.0,0.0,0.0,31.0
house,independant,sector 7,2.25,15625.0,3.0,3.0,2,2.0,Old Property,1440.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0
flat,pyramid urban homes 2,sector 86,0.6,8000.0,3.0,2.0,2,2.0,New Property,675.0,0.0,0.0,0.0,0.0,0.0,1.0,13.0
flat,bptp pedestal,sector 70,1.9,9500.0,4.0,3.0,3,2.0,New Property,1710.0,0.0,0.0,1.0,0.0,0.0,0.0,133.0
flat,ild greens,sector 37,1.0,4320.0,3.0,3.0,3,5.0,Under Construction,1691.3659793814434,0.0,0.0,0.0,0.0,0.0,1.0,51.0
flat,paras irene,sector 70,1.3,9219.0,2.0,2.0,3,19.0,Moderately Old,1274.9639175257732,0.0,0.0,0.0,0.0,0.0,0.0,49.0
flat,parsvnath exotica,sector 53,6.44,19000.0,4.0,4.0,3,7.0,Moderately Old,3057.9896907216494,0.0,1.0,0.0,0.0,0.0,0.0,80.0
flat,capital residences 360,sector 70,1.18,8137.0,2.0,2.0,3,7.0,New Property,1400.0,0.0,0.0,0.0,1.0,0.0,1.0,140.0
house,spaze privy,sector 72,3.09,6981.0,5.0,5.0,3+,14.0,Relatively New,3653.0,0.0,1.0,0.0,0.0,0.0,0.0,33.0
flat,mvn athens,sohna road,0.25,5198.0,2.0,2.0,N,0.0,Relatively New,481.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0
house,ninex city,sector 76,1.75,6250.0,4.0,4.0,0,14.0,New Property,2520.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
house,independant,sector 3,0.55,5000.0,2.0,1.0,0,1.0,Relatively New,1100.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
flat,shapoorji pallonji joyville gurugram,sector 102,1.95,13928.0,3.0,3.0,3,6.0,New Property,1465.3092783505153,0.0,0.0,0.0,1.0,0.0,0.0,174.0
house,dlf city plots,sector 26,16.0,37780.0,4.0,4.0,3,1.0,Relatively New,2660.0,1.0,0.0,1.0,1.0,0.0,1.0,7.0
house,independant,sector 8,0.62,11273.0,3.0,1.0,0,2.0,Moderately Old,550.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
flat,bestech park view ananda,sector 81,0.87,7951.0,2.0,2.0,3,8.0,Relatively New,1300.0,0.0,0.0,0.0,0.0,0.0,0.0,95.0
flat,adani m2k oyster grande,sector 102,4.55,10000.0,4.0,4.0,3,11.0,Relatively New,4630.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0
flat,afnhb jalvayu vihar,sector 30,0.85,12859.0,2.0,2.0,1,2.0,Old Property,594.9,0.0,0.0,0.0,0.0,1.0,0.0,49.0
flat,signature global city,sector 37,1.1,9838.0,2.0,2.0,2,4.0,Relatively New,1006.1999999999999,0.0,0.0,0.0,0.0,0.0,0.0,59.0
flat,shyam apartment,sector 3,0.26,3714.0,2.0,1.0,2,2.0,Relatively New,554.2216494845361,0.0,0.0,0.0,0.0,0.0,1.0,0.0
flat,emaar mgf emerald floors premier,sector 65,2.8,14177.0,4.0,4.0,3,2.0,Relatively New,1975.0,1.0,1.0,0.0,0.0,0.0,0.0,108.0
